condition_id,exercise_id,recommendation_priority,evidence_strength,stage_of_rehab,severity_range,minimum_pain_score,maximum_pain_score,mobility_requirement,contraindication_flag,contraindication_applies_if,progression_order,clinical_goal,rationale_for_condition,phase,priority,is_core
COND0010,EX0076,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,ROM,"Selected for Rotator Cuff Tear to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0010,EX0077,1,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,strength,"Selected for Rotator Cuff Tear to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0010,EX0078,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Rotator Cuff Tear to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0010,EX0079,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Rotator Cuff Tear to address function deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0010,EX0080,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,return to sport,"Selected for Rotator Cuff Tear to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0011,EX0061,10,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,ROM,"Selected for Frozen Shoulder to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0011,EX0062,9,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,ROM,"Selected for Frozen Shoulder to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0011,EX0063,8,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,ROM,"Selected for Frozen Shoulder to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0011,EX0064,7,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,motor control,"Selected for Frozen Shoulder to address motor control deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0011,EX0065,6,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0011,EX0066,5,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0011,EX0067,4,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0011,EX0068,3,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,3,yes
COND0011,EX0069,2,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0011,EX0070,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,ROM,"Selected for Frozen Shoulder to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0011,EX0071,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0011,EX0072,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0011,EX0073,1,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,motor control,"Selected for Frozen Shoulder to address motor control deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0011,EX0074,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,return to sport,"Selected for Frozen Shoulder to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0011,EX0075,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0011,EX0076,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,ROM,"Selected for Frozen Shoulder to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0011,EX0077,1,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,strength,"Selected for Frozen Shoulder to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0011,EX0078,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Frozen Shoulder to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0011,EX0079,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Frozen Shoulder to address function deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0011,EX0080,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,return to sport,"Selected for Frozen Shoulder to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0012,EX0061,10,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,ROM,"Selected for Shoulder Impingement to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0012,EX0062,9,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,ROM,"Selected for Shoulder Impingement to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0012,EX0063,8,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,ROM,"Selected for Shoulder Impingement to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0012,EX0064,7,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,motor control,"Selected for Shoulder Impingement to address motor control deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0012,EX0065,6,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0012,EX0066,5,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0012,EX0067,4,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0012,EX0068,3,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,3,yes
COND0012,EX0069,2,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0012,EX0070,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,ROM,"Selected for Shoulder Impingement to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0012,EX0071,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0012,EX0072,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0012,EX0073,1,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,motor control,"Selected for Shoulder Impingement to address motor control deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0012,EX0074,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,return to sport,"Selected for Shoulder Impingement to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0012,EX0075,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0012,EX0076,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,ROM,"Selected for Shoulder Impingement to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0012,EX0077,1,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,strength,"Selected for Shoulder Impingement to address strength deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0012,EX0078,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Shoulder Impingement to address ROM deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0012,EX0079,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Shoulder Impingement to address function deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0012,EX0080,1,Low/Consensus,chronic,mild,0,3,high,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,return to sport,"Selected for Shoulder Impingement to address return to sport deficits in the shoulder region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0013,EX0081,10,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0013,EX0082,9,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0013,EX0083,8,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0013,EX0084,7,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,ROM,"Selected for Tennis Elbow to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0013,EX0085,6,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,ROM,"Selected for Tennis Elbow to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0013,EX0086,5,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,ROM,"Selected for Tennis Elbow to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0013,EX0087,4,High,maintenance,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0013,EX0088,3,High,acute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0013,EX0089,2,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,motor control,"Selected for Tennis Elbow to address motor control deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0013,EX0090,1,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0013,EX0091,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0013,EX0092,1,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0013,EX0093,1,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0013,EX0094,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,ROM,"Selected for Tennis Elbow to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0013,EX0095,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,function,"Selected for Tennis Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0013,EX0096,1,Moderate,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,function,"Selected for Tennis Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0013,EX0097,1,Moderate,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,function,"Selected for Tennis Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0013,EX0098,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,strength,"Selected for Tennis Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0013,EX0099,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Tennis Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0013,EX0100,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,function,"Selected for Tennis Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0014,EX0081,10,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0014,EX0082,9,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0014,EX0083,8,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0014,EX0084,7,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,ROM,"Selected for Golfer's Elbow to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0014,EX0085,6,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,ROM,"Selected for Golfer's Elbow to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0014,EX0086,5,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,ROM,"Selected for Golfer's Elbow to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0014,EX0087,4,High,maintenance,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0014,EX0088,3,High,acute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0014,EX0089,2,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,motor control,"Selected for Golfer's Elbow to address motor control deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0014,EX0090,1,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0014,EX0091,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0014,EX0092,1,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0014,EX0093,1,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0014,EX0094,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,ROM,"Selected for Golfer's Elbow to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0014,EX0095,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,function,"Selected for Golfer's Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0014,EX0096,1,Moderate,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,function,"Selected for Golfer's Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0014,EX0097,1,Moderate,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,function,"Selected for Golfer's Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0014,EX0098,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,strength,"Selected for Golfer's Elbow to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0014,EX0099,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Golfer's Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0014,EX0100,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,function,"Selected for Golfer's Elbow to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0015,EX0081,10,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0015,EX0082,9,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0015,EX0083,8,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0015,EX0084,7,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,ROM,"Selected for Carpal Tunnel Syndrome to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0015,EX0085,6,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,ROM,"Selected for Carpal Tunnel Syndrome to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0015,EX0086,5,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,ROM,"Selected for Carpal Tunnel Syndrome to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
